keys,es,en,personaje,emocion,image,escena
bar_visual_end_txt56,❤!!ME ENCANTARIA!!❤,❤!! I'D LOVE IT!!❤,,NORMAL,res://art/cutscenes/BARTOILET/Animations/sex_5_0004.png,BARTOILET
bar_visual_end_txt57,¿Crees que esa puta siga aqui?,Do you think that whore is still here?,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/toiletdoor.png,BARTOILET
bar_visual_end_txt58,No creo ya es de madrugada...,I don't think so it's already dawn...,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/toiletdoor.png,BARTOILET
bar_visual_end_txt59,Escuche que cogio con todos los hombres del refugio..,I heard she fucked all the men from the shelter...,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/toiletdoor.png,BARTOILET
bar_visual_end_txt60,¿Con todos los del refugio? !!Pero si son mas de 100!!,All the men from the shelter? !! But there are more than 100!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/toiletdoor.png,BARTOILET
bar_visual_end_txt61,!!A si es esa perra no tiene limite!! Jajaja!!,!! That bitch has no limits!! Hahaha!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/toiletdoor.png,BARTOILET
bar_visual_end_txt62,¿Escuchas eso?,Do you hear that?,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/toiletdoor.png,BARTOILET
bar_visual_end_txt63,Si. Viene de aqui. Abre la puerta...,Yes. It's coming from here. Open the door...,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/toiletdoor.png,BARTOILET
bar_visual_end_txt64,!¿Pero que mierda?! !!Esta puta sigue aqui!! !!JAJAJA!!,! What the fuck?! !! This whore is still here!! !! HAHAHA!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S3.png,BARTOILET
bar_visual_end_txt65,!!Loool!! !!Pero parece que se desmayo de tanta verga que le dieron!!,!! Loool!! !! But it seems like she passed out from all the cock they gave her!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S3.png,BARTOILET
bar_visual_end_txt66,!QUE ASCO YO NO ME VOY A COJER A ESTA PUTA ASI!,HOW DISGUSTING I'M NOT GOING TO FUCK THIS BITCH LIKE THAT!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S3.png,BARTOILET
bar_visual_end_txt67,!!ESTA LLENA DE SEMEN DE TODOS LADOS!!,SHE'S FULL OF CUM FROM EVERYWHERE!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S3.png,BARTOILET
bar_visual_end_txt68,Tienes razon...,You're right...,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S3.png,BARTOILET
bar_visual_end_txt69,!!MEJOR SOLO ORINEMOSLA Y YA !!,!! LET'S JUST PISS ON HER!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S3.png,BARTOILET
bar_visual_end_txt70,!!JAJAJJAAJAJAJAJJAJAJA!!,!! HAHAHAHAHAHAHAHA!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S4.png,BARTOILET
bar_visual_end_txt71,!!Tragate toda nuestra orina puta!!,!! Swallow all our piss bitch!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S4.png,BARTOILET
bar_visual_end_txt72,!!Buena idea pongamos nuestras firmas en ella!! ,!! Good idea let's put our signatures on it!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S5.png,BARTOILET
bar_visual_end_txt73,!!JAJAJAJA!,!! HAHAHAHAHA!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S5.png,BARTOILET
bar_visual_end_txt74,!!Que bien se siente orinar a una puta asi!!!,!! It feels so good to piss on a whore like that!!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S5.png,BARTOILET
bar_visual_end_txt75,!!Literalmente es una Toilet Girl!!,!! She's literally a Toilet Girl!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S5.png,BARTOILET
bar_visual_end_txt76,!!Digamosle a los demas para que tambien la orinen!!,!! Let's tell the others so they can piss on her too!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S5.png,BARTOILET
bar_visual_end_txt77,!!Si vamos!!,!! Yes let's go!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S5.png,BARTOILET
bar_visual_end_txt78,!!JAJAJAJAJAJAJAJAJAJA!!,!! HAHAHAHAHAHAHAHAHA!!,ANOTHERVISUAL,NORMAL,res://art/cutscenes/BARTOILET/S5.png,BARTOILET
,,,,,,
church_txt1,Bienvenido seas hijo mio...,Welcome my son...,SACERDOTE,NORMAL,,CHURCH1
church_txt2,¿..?,??,PLAYER,NORMAL,,CHURCH1
church_txt3,!!Soy el sacerdote del culto de los pervertidos!!,I am the priest of the cult of perverts!!,SACERDOTE,NORMAL,,CHURCH1
church_txt4,!!Ahora da reverencia y alaba a nuestro sueñor!!,Now bow down and praise our dreamer!!,SACERDOTE,NORMAL,,CHURCH1
church_txt5,¿.....?,??,PLAYER,NORMAL,,CHURCH1
church_txt6,¿Que es este lugar?,What is this place?,PLAYER,NORMAL,,CHURCH1
church_txt7,!!Aqui es donde todos nuestros hermanos y hermanas liberan a la bestia!!,This is where all our brothers and sisters unleash the beast!!,SACERDOTE,NORMAL,,CHURCH1
church_txt8,!!Unos con otros!!,One another!!,SACERDOTE,NORMAL,,CHURCH1
church_txt9,!!En nombre de nuestro dios!!,In the name of our god!!,SACERDOTE,NORMAL,,CHURCH1
church_txt10,!!Gracias a nuestro todo poderoso Ratzwel es posible!!,Thanks to our almighty Ratzwel it's possible!!,SACERDOTE,NORMAL,,CHURCH1
church_txt11,( Tengo que sacar a Havany de aqui cuanto antes. Todos estan locos. ),(I have to get Havany out of here as soon as possible. Everyone's crazy.),PLAYER,NORMAL,,CHURCH1
church_txt12,!!Como prueba de nuestro poder puedes mirar en la gran estatua sagrada!!,As proof of our power you can look into the great sacred statue!!,SACERDOTE,NORMAL,,CHURCH1
church_txt13,¿Estatua sagrada?,Sacred statue?,PLAYER,NORMAL,,CHURCH1
church_txt14,!!Acercate y mira!!,Come closer and see!!,SACERDOTE,NORMAL,,CHURCH1
church_txt15,!!Los mas oscuros pensamientos de las personas que te rodean!!,The darkest thoughts of the people around you!!,SACERDOTE,NORMAL,,CHURCH1
,,,,,,
stily_dialogue_txt1,Hola lindo ❤,Hi sweetheart ❤,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt2,Me llamo Stily ❤,My name is Stily ❤,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt3,Soy la compañera de Zekion ,I'm Zekion's partner.,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt4,Mucho gusto Stily,Nice to meet you Stily.,PLAYER,NORMAL,,STILYFIRST
stily_dialogue_txt5,¿Que tal esta este lugar?,How is this place?,PLAYER,NORMAL,,STILYFIRST
stily_dialogue_txt6,Si te soy sincera creo que este lugar oculta muchas cosas malas...,To be honest I think this place hides a lot of bad things...,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt7,Pero de quien debes tener mas cuidado es de Ratzwel...,But the one you should be most careful of is Ratzwel...,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt8,¿Por que de Ratzwel?,Why Ratzwel?,PLAYER,NORMAL,,STILYFIRST
stily_dialogue_txt9,Es alguien que aparenta ser otra persona....,He's someone who pretends to be someone else...,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt10,Es un enfermo degenerado...,He's a sick degenerate...,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt11,Siempre esta mirandome de manera lujuriosa....,He's always looking at me lustfully...,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt12,Y ha intentado tocarme varias veces...,And he's tried to touch me several times...,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt13,!¿Que?! !Eso es terrible! !Tenemos que detenerlo!,What?! That's terrible! We have to stop him!,PLAYER,NORMAL,,STILYFIRST
stily_dialogue_txt14,Gracias por preocuparte ❤,Thanks for caring ❤,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt15,Por favor no le cuentes nada de esto a Zekion....,Please don't tell Zekion anything about this...,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt16,Se que si le cuento no dudara en confrontar a Ratzwel..,I know if I tell him he won't hesitate to confront Ratzwel...,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt17,Y tengo miedo de lo que vaya a suceder....,And I'm afraid of what's going to happen...,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt18,De igual forma no hay de que preocuparse...,Anyway there's nothing to worry about...,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt19,!Yo soy muy fuerte!,I'm very strong!,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt20,!!Jamas caeria en las cochinas manos de ese hombre!!,I would never fall into that man's filthy hands!!,POLICEWOMAN,NORMAL,,STILYFIRST
stily_dialogue_txt21,Esta bien Stily cuidate mucho.,Okay Stily take care of yourself.,PLAYER,NORMAL,,STILYFIRST
stily_dialogue_txt22,Gracias ❤ Ven a verme cuando quieras.,Thank you ❤ Come see me whenever you want.,POLICEWOMAN,NORMAL,,STILYFIRST
,,,,,,
player_aumento_txt1,¿A si que quieres un aumento no?,So you want a raise right?,VENDEDOR,NORMAL,,PLAYERAUMENTO
player_aumento_txt2,Si. No me alcanza para nada con lo que gano...,Yes. I can't afford anything with what I earn...,PLAYER,NORMAL,,PLAYERAUMENTO
player_aumento_txt3,Jajaja lo supuse....,Hahaha I assumed...,VENDEDOR,NORMAL,,PLAYERAUMENTO
player_aumento_txt4,Te lo dare... Pero ya sabes el precio....,I'll give it to you... But you know the price...,VENDEDOR,NORMAL,,PLAYERAUMENTO
player_aumento_txt5,No vas a tener otra comida con mi novia...,You're not going to have another meal with my girlfriend...,PLAYER,NORMAL,,PLAYERAUMENTO
player_aumento_txt6,¿Por que? ¿Acaso te dijo ella algo?,Why? Did she say anything to you?,VENDEDOR,NORMAL,,PLAYERAUMENTO
player_aumento_txt7,Cuando le pregunte solo me dijo que comieron y te fuiste...,When I asked her she just said you ate and left...,PLAYER,NORMAL,,PLAYERAUMENTO
player_aumento_txt8,Pero la note rara despues de ese dia...,But she seemed strange after that day...,PLAYER,NORMAL,,PLAYERAUMENTO
player_aumento_txt9,Asi que no quiero que vuelva a pasar por un disgusto otra vez....,So I don't want her to go through that upset again...,PLAYER,NORMAL,,PLAYERAUMENTO
player_aumento_txt10,Como quieras... Espero que puedas pagar los impuestos que pide Ratzwel.,Whatever... I hope you can pay the taxes Ratzwel is asking for.,VENDEDOR,NORMAL,,PLAYERAUMENTO
player_aumento_txt11,Escuche por ahi que planea subir un 50% mas la deuda...,I heard somewhere he's planning on raising the debt by 50% more...,VENDEDOR,NORMAL,,PLAYERAUMENTO
player_aumento_txt12,Asi que yo solo intentaba ayudarte muchacho....,So I was just trying to help you kid...,VENDEDOR,NORMAL,,PLAYERAUMENTO
player_aumento_txt13,!¿Que 50% mas?!,What 50% more?!,PLAYER,NORMAL,,PLAYERAUMENTO
player_aumento_txt14,( Demonios no voy a poder pagarle a este paso.... ),(Damn I'm not going to be able to pay her at this rate...),PLAYER,NORMAL,,PLAYERAUMENTO
player_aumento_txt15,¿Prometes que no le haras nada malo esta vez? ,Promise you won't do anything bad to her this time?,PLAYER,NORMAL,,PLAYERAUMENTO
player_aumento_txt16,Tienes mi palabra muchacho.... Solo quiero volver a comer rico...,You have my word kid... I just want to eat well again...,VENDEDOR,NORMAL,,PLAYERAUMENTO
player_aumento_txt17,Bien.... Acepto....,Okay... I accept...,PLAYER,NORMAL,,PLAYERAUMENTO
player_aumento_txt18,!! VOY DE UNA VEZ !! !! TE ENCARGO LA TIENDA JAJAJA !!,!! I'M COMING NOW!!! I'LL END THE STORE TO YOU LOL!!,VENDEDOR,NORMAL,,PLAYERAUMENTO
player_aumento_txt19,....................,.................,PLAYER,NORMAL,,PLAYERAUMENTO
,,,,,,
player_au_visual_txt1,Hola preciosa...,Hey gorgeous...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S1.png,PLAYERAUMENTOVISUAL
player_au_visual_txt2,Otra vez tu viejo pervertido...,Your old pervert again...,,NORMAL,res://art/cutscenes/market/V2/S1.png,PLAYERAUMENTOVISUAL
player_au_visual_txt3,Te dije que volveria...,I told you I'd be back...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S1.png,PLAYERAUMENTOVISUAL
player_au_visual_txt4,!!Cuando tu noviecito volviera a pedir un aumento jajaja!!,!! When your boyfriend asked for a raise again hahaha!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S1.png,PLAYERAUMENTOVISUAL
player_au_visual_txt5,........................,........................,,NORMAL,res://art/cutscenes/market/V2/S1.png,PLAYERAUMENTOVISUAL
player_au_visual_txt6,Por favor vete....,Please go....,,NORMAL,res://art/cutscenes/market/V2/S1.png,PLAYERAUMENTOVISUAL
player_au_visual_txt7,Sigo traumada desde la ultima vez...,I'm still traumatized from last time...,,NORMAL,res://art/cutscenes/market/V2/S1.png,PLAYERAUMENTOVISUAL
player_au_visual_txt8,!! MIRA ESTUPIDA LA ULTIMA VEZ FUI GENTIL CONTIGO !!,!! LOOK STUPID LAST TIME I WAS NICE TO YOU!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S1.png,PLAYERAUMENTOVISUAL
player_au_visual_txt9,!! PERO ESTA VEZ NO !!,!! BUT NOT THIS TIME!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S1.png,PLAYERAUMENTOVISUAL
player_au_visual_txt10,!! A SI QUE O HACES LO QUE TE PIDO  O DESPIDO A TU NOVIO !!,!! SO EITHER DO WHAT I ASK OR I'LL FIRE YOUR BOYFRIEND!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S1.png,PLAYERAUMENTOVISUAL
player_au_visual_txt11,!! DESNUDATE ZORRA !!,!! GET NAKED BITCH!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S2.png,PLAYERAUMENTOVISUAL
player_au_visual_txt12,........................,........................,,NORMAL,res://art/cutscenes/market/V2/S2.png,PLAYERAUMENTOVISUAL
player_au_visual_txt13,!! Y APURATE !!,!! AND HURRY UP!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S3.png,PLAYERAUMENTOVISUAL
player_au_visual_txt14,!! PERO MIRA ESE PAR DE TETAS !!,!! BUT LOOK AT THAT PAIR OF TITS!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S3.png,PLAYERAUMENTOVISUAL
player_au_visual_txt15,!! Dios que concha mas rica tienes !!,!! God what a nice pussy you have!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S4.png,PLAYERAUMENTOVISUAL
player_au_visual_txt16,!! Me encanta que la tengas afeitada !!,!! I love that you have it shaved!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S4.png,PLAYERAUMENTOVISUAL
player_au_visual_txt17,!! Eso quitatelo todo preciosa !!,!! Take that all off gorgeous!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S5.png,PLAYERAUMENTOVISUAL
player_au_visual_txt18,!! Que cuerpo mas exquisito !!,!! What an exquisite body!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S5.png,PLAYERAUMENTOVISUAL
player_au_visual_txt19,!! Por que no tengo una camara cuando la necesio jajaja !! ,!! Why don't I have a camera when I need it hahaha!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S5.png,PLAYERAUMENTOVISUAL
player_au_visual_txt20,Eres un maldito pervertido.....,You're a fucking pervert.....,,NORMAL,res://art/cutscenes/market/V2/S5.png,PLAYERAUMENTOVISUAL
player_au_visual_txt21,!!Ahora mamame la verga puta!!,!! Now suck my cock bitch!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt22,!! ¿QUE? !!,!! WHAT? !!,,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt23,!! NO LO HARE LARGATE !!,!! I WON'T DO IT GO AWAY!!,,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt24,¿De verdad que no quieres sentir esta enorme verga en tus manos ?,Do you really not want to feel this huge cock in your hands?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt25,No yo.....,Not me.....,,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt26,Te prometo que si me haces una paja me ire al terminar.....,I promise if you give me a handjob I'll cum when I'm done.....,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt27,¿Lo prometes?,Promise?,,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt28,Claro hermosa....,Of course beautiful....,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt29,Bien.............,Good.............,,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt30,!! Eso preciosa !!,!! That's gorgeous!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt31,!! Que rico !!,!! So delicious!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt32,!! Tus manos son tan suaves !!,!! Your hands are so soft!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt33,!! Mi verga nunca habia sentido algo tan suave !!,!! My cock has never felt so soft!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt34,!! Deberias cobrar por hacer pajas te harias rica !!,!! You should charge for handjobs you'd get rich!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt35,Solo guarda silencio y termina por favor...,Just be quiet and finish please...,,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt36,!! Ya no aguanto !!,!! I can't take it anymore!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S6.png,PLAYERAUMENTOVISUAL
player_au_visual_txt37,!!! OUUUUHUUUH !!,!!! OUUUUHUUUH!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt38,¿Terminaste?,Are you done?,,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt39,Si preciosa....,Yes gorgeous...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt40,Bien ya te puedes marchar....,Okay you can go now....,,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt41,Muy bien me ire pero te quedaras con las ganas de tenerla en tu boca...,Okay I'll go but you'll still want to have it in your mouth...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt42,!¿Que dices?!,! What are you saying?!,,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt43,¿Crees que no me di cuenta de que estabas babeando mientras me la jalabas?,Do you think I didn't notice you were drooling while you were jerking me off?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt44,!! Mientes !!,!! You're lying!!,,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt45,Estoy seguro que el pendejo de tu novio no tiene una verga asi....,I'm sure your dumb boyfriend doesn't have a dick like that....,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt46,Eh.... mhm..... Yo.......,Uh.... mhm..... Me.......,,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt47,Pero bueno... hasta la proxi......,But anyway... until next time......,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt48,!! OH MIERDA PERRA !!,!! OH SHIT BITCH!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt49,!! Si que tenias hambre jajaja !!,!! You were so hungry hahaha!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt50,Glup.... glup... glup....,Gulp.... gulp... gulp....,,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt51,!!Eso hermosa !!,!! That's gorgeous!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt52,!!Tragatela toda !!,!! Swallow it all!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt53,!! Metetela hasta lo mas profundo de tu garganta !!,!! Shove it all the way down your throat!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt54,!! Oh si !!,!! Oh yeah!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt55,!! Tienes una boca hecha para comer vergas !!,!! You have a mouth made for sucking cock!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt56,Glup.... glup... glup....,Gulp.... gulp... gulp....,,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt57,!! Vamos puta mas rapido !!,!! Come on bitch faster!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt58,!! Ya no puedo !!,!! I can't anymore!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt59,!! En mi boca no !!,!! Not in my mouth!!,,NORMAL,res://art/cutscenes/market/V2/S7.png,PLAYERAUMENTOVISUAL
player_au_visual_txt60,!! AAAAAAAHHH !!,!! AAAAAAAHHH!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S8.png,PLAYERAUMENTOVISUAL
player_au_visual_txt61,!! Eres un tonto te dije que en mi boca  no !!,!! You're an idiot I told you not in my mouth!!,,NORMAL,res://art/cutscenes/market/V2/S8.png,PLAYERAUMENTOVISUAL
player_au_visual_txt62,!! Jaja solo tragate mi leche !!,!! Haha just swallow my milk!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S8.png,PLAYERAUMENTOVISUAL
player_au_visual_txt63,!! Sabe espantozo !!,!! It tastes awful!!,,NORMAL,res://art/cutscenes/market/V2/S8.png,PLAYERAUMENTOVISUAL
player_au_visual_txt64,Bien ahora si que terminamos ya te puedes ir...,Okay now we're done you can go...,,NORMAL,res://art/cutscenes/market/V2/S8.png,PLAYERAUMENTOVISUAL
player_au_visual_txt65,Mhmmm mira si me complaces en una cosa mas te dare un regalo....,Mhmmm look if you please me with one more thing I'll give you a gift...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S8.png,PLAYERAUMENTOVISUAL
player_au_visual_txt66,!¿ Un regalo ? !,! A gift?!,,NORMAL,res://art/cutscenes/market/V2/S8.png,PLAYERAUMENTOVISUAL
player_au_visual_txt67,Si mira me llego esta nueva adquisicion a la tienda...,Yeah look this new purchase arrived at the store...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S9.png,PLAYERAUMENTOVISUAL
player_au_visual_txt68,Te lo regalo si me dejas ver como lo usas....,I'll give it to you if you let me see how you use it...,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S9.png,PLAYERAUMENTOVISUAL
player_au_visual_txt69,...............................,.................................,,NORMAL,res://art/cutscenes/market/V2/S9.png,PLAYERAUMENTOVISUAL
player_au_visual_txt70,¿Como es que siguen adquiriendo estas cosas en pleno apocalipsis?,How do they keep buying these things in the middle of the apocalypse?,,NORMAL,res://art/cutscenes/market/V2/S9.png,PLAYERAUMENTOVISUAL
player_au_visual_txt71,Por que estas son las cosas que importan jajaj,Because these are the things that matter haha,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S9.png,PLAYERAUMENTOVISUAL
player_au_visual_txt72,¿ Que dices aceptas ?,What do you say do you accept?,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S9.png,PLAYERAUMENTOVISUAL
player_au_visual_txt73,(  !Siempre habia querido uno asi! ¿Como lo abra encontrado? ),(I've always wanted one like that! How did I find it?),,NORMAL,res://art/cutscenes/market/V2/S9.png,PLAYERAUMENTOVISUAL
player_au_visual_txt74,(  Si solo va a ver supongo no estoy haciendo nada malo.... ),(If you're just going to see I guess I'm not doing anything wrong...),,NORMAL,res://art/cutscenes/market/V2/S9.png,PLAYERAUMENTOVISUAL
player_au_visual_txt75,Esta bien pero solo por esta ocasion....,Okay but just for this once...,,NORMAL,res://art/cutscenes/market/V2/S9.png,PLAYERAUMENTOVISUAL
player_au_visual_txt76,!! Fantastico ahora pegalo en el piso !!,!! Fantastic now stick it on the floor!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S9.png,PLAYERAUMENTOVISUAL
player_au_visual_txt77,!! Es gigantesco no creo que me vaya a caber !!,!! It's huge I don't think it'll fit me!!,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt78,!! Intentalo preciosa tu puedes !! ,!! Try it darling you can do it!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt79,Bien aqui....,Good here....,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt80,!! VOOOOOOOOOOOOOY !!,!! I'M COMING!!,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt81,!! Ah ❤ !!,!! Ah ❤ !!,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt82,!! Ahhh ❤ !!,!! Ahhh ❤ !!,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt83,Mmmh ❤,Mmmh ❤,,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
player_au_visual_txt84,!! Pero si te entro todo de una !!,!! But it all went in at once!!,VENDEDORVISUAL,NORMAL,res://art/cutscenes/market/V2/S10.png,PLAYERAUMENTOVISUAL
